"","anime_id","name","main_genre","type","episodes","rating","members","rating_10","rating_100","rating_1000"
"21",24687,"Mushishi Zoku Shou: Odoro no Michi","Adventure","Special",1,8.54,34011,8.54,113.736394141322,854
"22",30346,"Doukyuusei (Movie)","Romance","Movie",1,8.53,28864,8.53,120.350862914669,853
"23",3784,"Evangelion: 2.0 You Can (Not) Advance","Action","Movie",1,8.53,182224,8.53,114.892493284117,853
"24",11981,"Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari","Drama","Movie",1,8.5,135735,8.5,116.145923501157,850
"25",11979,"Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari","Drama","Movie",1,8.49,85361,8.49,123.308375046912,849
"26",523,"Tonari no Totoro","Adventure","Movie",1,8.48,271484,8.48,116.681396778416,848
"27",572,"Kaze no Tani no Nausicaä","Adventure","Movie",1,8.47,143273,8.47,122.711273546278,847
"28",10863,"Steins;Gate: Oukoubakko no Poriomania","Sci-Fi","Special",1,8.46,159548,8.46,119.465702561451,846
"29",9260,"Kizumonogatari I: Tekketsu-hen","Mystery","Movie",1,8.45,99579,8.45,121.367497722205,845
"30",32,"Neon Genesis Evangelion: The End of Evangelion","Dementia","Movie",1,8.45,215630,8.45,119.814661839827,845
"31",2236,"Toki wo Kakeru Shoujo","Adventure","Movie",1,8.44,289206,8.44,113.868632590637,844
"32",2418,"Stranger: Mukou Hadan","Action","Movie",1,8.43,125503,8.43,116.113642954064,843
"33",1365,"Detective Conan Movie 06: The Phantom of Baker Street","Adventure","Movie",1,8.42,28462,8.42,116.503735633656,842
"34",4155,"One Piece Film: Strong World","Action","Movie",1,8.42,85020,8.42,110.423685984614,842
"35",5,"Cowboy Bebop: Tengoku no Tobira","Action","Movie",1,8.4,137636,8.4,112.10090363775,840
"36",20651,"Natsume Yuujinchou: Itsuka Yuki no Hi ni","Drama","OVA",1,8.4,28302,8.4,117.579410672455,840
"37",264,"Hajime no Ippo: Champion Road","Comedy","Special",1,8.39,47840,8.39,118.872378514046,839
"38",12859,"One Piece Film: Z","Action","Movie",1,8.39,76051,8.39,115.890192309996,839
"39",5460,"Detective Conan Movie 13: The Raven Chaser","Action","Movie",1,8.38,21798,8.38,119.991614810028,838
"40",34240,"Shelter","Music","Music",1,8.38,71136,8.38,119.047722940759,838
"41",513,"Tenkuu no Shiro Laputa","Adventure","Movie",1,8.38,151061,8.38,118.440186885583,838
"42",6945,"Gintama: Shiroyasha Koutan","Action","Special",1,8.37,27213,8.37,114.656836151745,837
"43",16664,"Kaguya-hime no Monogatari","Fantasy","Movie",1,8.37,45547,8.37,117.138922889402,837
"44",9890,"Major: Message","Comedy","OVA",1,8.36,12282,8.36,114.316067990561,836
"45",16782,"Kotonoha no Niwa","Drama","Movie",1,8.35,189741,8.35,122.405475550056,835
"46",28675,"Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen","Fantasy","Movie",1,8.35,59815,8.35,118.978014024292,835
"47",21557,"Omoide no Marnie","Drama","Movie",1,8.35,53590,8.35,115.486320794367,835
"48",31715,"Working!!!: Lord of the Takanashi","Comedy","Special",1,8.34,31856,8.34,119.944869697365,834
"49",43,"Ghost in the Shell","Action","Movie",1,8.34,223036,8.34,116.870907591812,834
"50",9617,"K-On! Movie","Comedy","Movie",1,8.34,115252,8.34,114.596657607732,834
"51",31051,"Kuroko no Basket: Saikou no Present Desu","Action","Special",1,8.34,22900,8.34,117.239138900851,834
"52",10153,"Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s","Action","Movie",1,8.34,13315,8.34,115.813911676935,834
"53",1033,"Sennen Joyuu","Action","Movie",1,8.34,58492,8.34,120.843760223933,834
"54",32188,"Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero","Sci-Fi","Special",1,8.34,38147,8.34,114.496144013983,834
"55",12115,"Berserk: Ougon Jidai-hen III - Kourin","Action","Movie",1,8.33,65594,8.33,116.291252838792,833
"56",6675,"Redline","Action","Movie",1,8.33,109392,8.33,116.884884362935,833
"57",32005,"Detective Conan Movie 20: The Darkest Nightmare","Action","Movie",1,8.32,6229,8.32,118.82739855693,832
"58",27821,"Fate/stay night: Unlimited Blade Works - Prologue","Action","Special",1,8.32,106382,8.32,115.28524022667,832
"59",28725,"Kokoro ga Sakebitagatterunda.","Drama","Movie",1,8.32,59652,8.32,115.405174678359,832
"60",585,"Mimi wo Sumaseba","Adventure","Movie",1,8.32,94435,8.32,115.131977459938,832
"61",31490,"One Piece Film: Gold","Action","Movie",1,8.32,18642,8.32,115.565346745332,832
"62",759,"Tokyo Godfathers","Comedy","Movie",1,8.32,89424,8.32,121.623186760124,832
"63",9735,"Gintama: Shinyaku Benizakura-hen","Action","Special",1,8.31,14002,8.31,116.497905843303,831
"64",11977,"Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari","Drama","Movie",1,8.31,88164,8.31,119.697310529119,831
"65",33161,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA","Comedy","OVA",1,8.31,35120,8.31,116.091107188694,831
"66",5681,"Summer Wars","Comedy","Movie",1,8.3,223359,8.3,112.658127195246,830
"67",6467,"Detective Conan Movie 14: The Lost Ship in the Sky","Action","Movie",1,8.29,20602,8.29,117.071878482709,829
"68",19123,"One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari","Action","Special",1,8.29,17247,8.29,113.458798769332,829
"69",372,"Cardcaptor Sakura Movie 2: Fuuin Sareta Card","Comedy","Movie",1,8.28,60637,8.28,115.062028815132,828
"70",265,"Hajime no Ippo: Mashiba vs. Kimura","Comedy","OVA",1,8.28,40623,8.28,117.391951615234,828
"71",512,"Majo no Takkyuubin","Adventure","Movie",1,8.27,152331,8.27,119.993815303241,827
"72",15323,"One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna","Action","Special",1,8.27,24707,8.27,119.032807901047,827
"73",5365,"Tsumiki no Ie","Drama","Movie",1,8.27,45189,8.27,112.313370199682,827
"74",7465,"Eve no Jikan (Movie)","Sci-Fi","Movie",1,8.26,66376,8.26,116.034456350845,826
"75",1364,"Detective Conan Movie 05: Countdown to Heaven","Adventure","Movie",1,8.25,25432,8.25,119.694754323107,825
"76",16662,"Kaze Tachinu","Drama","Movie",1,8.24,75359,8.24,116.054752001713,824
"77",1367,"Detective Conan Movie 08: Magician of the Silver Sky","Adventure","Movie",1,8.23,23130,8.23,115.179584474452,823
"78",26213,"Free!: Eternal Summer Special","Comedy","Special",1,8.23,36091,8.23,112.151013700944,823
"79",12069,"Hajime no Ippo: Boxer no Kobushi","Comedy","Special",1,8.23,20157,8.23,114.807502788481,823
"80",437,"Perfect Blue","Dementia","Movie",1,8.23,117565,8.23,116.563777717665,823
"81",12477,"Sakasama no Patema","Sci-Fi","Movie",1,8.23,89749,8.23,113.226516453863,823
"82",1566,"Ghost in the Shell: Stand Alone Complex - Solid State Society","Mecha","Special",1,8.22,55247,8.22,118.269928361913,822
"83",4107,"Tengen Toppa Gurren Lagann Movie: Gurren-hen","Action","Movie",1,8.22,72933,8.22,111.953168215311,822
"84",1506,"Detective Conan Movie 10: Requiem of the Detectives","Adventure","Movie",1,8.21,21789,8.21,115.342703726041,821
"85",2759,"Evangelion: 1.0 You Are (Not) Alone","Action","Movie",1,8.21,194561,8.21,115.73573849453,821
"86",3016,"Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture","Action","Movie",1,8.21,11808,8.21,108.629626989342,821
"87",3783,"Kara no Kyoukai 3: Tsuukaku Zanryuu","Action","Movie",1,8.21,108720,8.21,114.047875433537,821
"88",25313,"Gintama: Jump Festa 2014 Special","Action","Special",1,8.2,13764,8.2,118.268693360836,820
"89",1430,"Lupin III: Cagliostro no Shiro","Adventure","Movie",1,8.2,32732,8.2,112.316595679017,820
"90",20371,"Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai","Comedy","Movie",1,8.2,23045,8.2,114.29968751525,820
"91",15039,"Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie","Drama","Movie",1,8.19,95241,8.19,117.118491159807,819
"92",2449,"Ghost in the Shell: Stand Alone Complex - The Laughing Man","Action","Special",1,8.19,21435,8.19,112.598402607049,819
"93",10643,"Gintama: Dai Hanseikai","Action","Special",1,8.19,14728,8.19,113.185792581644,819
"94",24997,"Love Live! The School Idol Movie","Music","Movie",1,8.18,38118,8.18,113.592316068114,818
"95",21419,"Detective Conan Movie 18: The Sniper from Another Dimension","Action","Movie",1,8.17,12151,8.17,109.77430047593,817
"96",2952,"Final Fantasy VII: Advent Children Complete","Action","OVA",1,8.17,77111,8.17,112.629902534524,817
"97",731,"Interstella5555: The 5tory of The 5ecret 5tar 5ystem","Adventure","Music",1,8.17,31464,8.17,113.673188600742,817
"98",31149,"Persona 3 the Movie 4: Winter of Rebirth","Action","Movie",1,8.17,13359,8.17,112.970179247955,817
"99",4772,"Aria The Origination: Sono Choppiri Himitsu no Basho ni...","Comedy","Special",1,8.16,11961,8.16,112.854094964843,816
"100",781,"Detective Conan Movie 03: The Last Wizard of the Century","Adventure","Movie",1,8.16,26799,8.16,113.605922114232,816
"101",1363,"Detective Conan Movie 04: Captured in Her Eyes","Adventure","Movie",1,8.16,25461,8.16,109.31880345905,816
"102",5029,"Major Movie: Yuujou no Winning Shot","Action","Movie",1,8.16,9943,8.16,113.813759113151,816
"103",8740,"One Piece Film: Strong World Episode 0","Action","OVA",1,8.16,33862,8.16,112.944321357702,816
"104",21647,"Tamako Love Story","Comedy","Movie",1,8.16,72708,8.16,114.955297324844,816
"105",47,"Akira","Action","Movie",1,8.15,215897,8.15,113.48957177911,815
"106",32122,"Gintama: Jump Festa 2015 Special","Action","Special",1,8.15,7923,8.15,119.541806846925,815
"107",30415,"High☆Speed!: Free! Starting Days","School","Movie",1,8.15,24310,8.15,110.478049428909,815
"108",1943,"Paprika","Fantasy","Movie",1,8.15,163308,8.15,114.057500583861,815
"109",4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama","Special",1,8.14,160423,8.14,113.519971071857,814
"110",20815,"Sekaiichi Hatsukoi: Valentine-hen","Comedy","Movie",1,8.14,13454,8.14,115.800942178204,814
"111",2563,"Aria The OVA: Arietta","Fantasy","OVA",1,8.13,20629,8.13,112.225372447108,813
"112",9963,"Detective Conan Movie 15: Quarter of Silence","Adventure","Movie",1,8.13,17165,8.13,116.062065639882,813
"113",32551,"Digimon Adventure tri. 3: Kokuhaku","Action","Movie",1,8.13,20989,8.13,107.920169446219,813
"114",2951,"Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi","Action","Special",1,8.13,29331,8.13,114.163679513639,813
"115",14807,"Kara no Kyoukai: Mirai Fukuin","Drama","Movie",1,8.13,41168,8.13,113.447380642161,813
"116",9204,"Omae Umasou da na","Action","Movie",1,8.13,6645,8.13,113.298710095658,813
"117",24921,"Aoki Hagane no Arpeggio: Ars Nova Cadenza","Action","Movie",1,8.12,12353,8.12,116.459448322053,812
"118",4672,"Ghost in the Shell 2.0","Action","Movie",1,8.12,51789,8.12,113.126687395819,812
"119",2448,"Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven","Action","Special",1,8.12,16614,8.12,114.529303820236,812
"120",21469,"Stand By Me Doraemon","Comedy","Movie",1,8.12,5712,8.12,109.051010982005,812
"121",29831,"Tamayura: Sotsugyou Shashin Part 4 - Ashita","Comedy","Movie",1,8.1,3187,8.1,109.519191055993,810
"122",2154,"Tekkon Kinkreet","Action","Movie",1,8.11,46018,8.11,112.057664960685,811
"123",34103,"Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen","Action","Special",1,8.1,29969,8.1,117.0207035128,810
"124",7711,"Karigurashi no Arrietty","Fantasy","Movie",1,8.1,97910,8.1,112.370372813946,810
"125",12113,"Berserk: Ougon Jidai-hen II - Doldrey Kouryaku","Action","Movie",1,8.09,66721,8.09,112.597140517167,809
"126",3014,"Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai","Action","Movie",1,8.09,15069,8.09,117.397967046813,809
"127",645,"Hikaru no Go: Journey to the North Star Cup","Game","Special",1,8.09,13901,8.09,111.234160101639,809
"128",1089,"Macross: Do You Remember Love?","Action","Movie",1,8.09,19240,8.09,112.84862680088,809
"129",25161,"One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai","Adventure","Special",1,8.09,30516,8.09,110.767847587451,809
"130",16395,"SKET Dance OVA","Comedy","OVA",1,8.08,11342,8.08,110.599686719622,808
"131",4106,"Trigun: Badlands Rumble","Action","Movie",1,8.08,68181,8.08,110.645363152928,808
"132",16916,"Kuroko no Basket: Tip Off","Comedy","Special",1,8.07,41760,8.07,109.063033815284,807
"133",8142,"Colorful (Movie)","Drama","Movie",1,8.06,63263,8.06,110.479613328799,806
"134",6438,"Detective Conan OVA 09: The Stranger in 10 Years...","Adventure","OVA",1,8.06,9649,8.06,114.661578754297,806
"135",33032,"Drifters: Special Edition","Action","OVA",1,8.06,9807,8.06,113.857921415645,806
"136",7222,"Macross F Movie 2: Sayonara no Tsubasa","Action","Movie",1,8.06,17826,8.06,111.802830782714,806
"137",2623,"Flanders no Inu (Movie)","Drama","Movie",1,8.05,8505,8.05,112.430726349352,805
"138",29093,"Grisaia no Meikyuu: Caprice no Mayu 0","Drama","Special",1,8.05,70039,8.05,110.358188229543,805
"139",4280,"Kara no Kyoukai 4: Garan no Dou","Action","Movie",1,8.05,103600,8.05,116.847353569667,805
"140",18429,"Lupin III vs. Detective Conan: The Movie","Action","Movie",1,8.05,10021,8.05,107.4469084639,805
"141",14353,"Death Billiards","Drama","Movie",1,8.04,95690,8.04,113.991848215323,804
"142",4985,"Mahou Shoujo Lyrical Nanoha: The Movie 1st","Action","Movie",1,8.04,20433,8.04,110.303086926986,804
"143",793,"xxxHOLiC Movie: Manatsu no Yoru no Yume","Comedy","Movie",1,8.04,41547,8.04,111.66238080345,804
"144",28755,"Boruto: Naruto the Movie","Action","Movie",1,8.03,74690,8.03,111.008319479106,803
"145",10029,"Coquelicot-zaka kara","Historical","Movie",1,8.03,50689,8.03,113.137843857747,803
"146",416,"Kurenai no Buta","Action","Movie",1,8.03,74028,8.03,111.441325589397,803
"147",6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Drama","Special",1,8.02,138364,8.02,112.135202999158,802
"148",13119,"Hakuouki Movie 2: Shikon Soukyuu","Action","Movie",1,8.03,9492,8.03,114.098256795475,803
"149",3782,"Kara no Kyoukai 2: Satsujin Kousatsu (Zen)","Action","Movie",1,8.02,114415,8.02,114.238549439196,802
"150",22961,"Date A Live: Encore OVA","Romance","OVA",1,8.01,48432,8.01,110.064480686207,801
"151",12017,"Tiger &amp; Bunny Movie 2: The Rising","Action","Movie",1,8.01,13567,8.01,114.208617002842,801
"152",780,"Detective Conan Movie 02: The Fourteenth Target","Adventure","Movie",1,8,26284,8,110.55761144006,800
"153",429,"Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari","Comedy","OVA",1,8,9268,8,109.452686588105,800
"154",14349,"Little Witch Academia","Adventure","Movie",1,8,111703,8,108.898839281892,800
"155",17949,"The Everlasting Guilty Crown","Music","Music",1,8,11663,8,114.729011203452,800
"156",9465,"Break Blade 4: Sanka no Chi","Action","Movie",1,7.99,41598,7.99,113.904848726092,799
"157",14175,"Hanasaku Iroha: Home Sweet Home","Comedy","Movie",1,7.99,34630,7.99,109.086233572867,799
"158",2753,"Ushiro no Shoumen Daare","Drama","Movie",1,7.99,3811,7.99,115.346137747875,799
"159",779,"Detective Conan Movie 01: The Timed Skyscraper","Adventure","Movie",1,7.98,28947,7.98,112.443041190087,798
"160",1366,"Detective Conan Movie 07: Crossroad in the Ancient Capital","Adventure","Movie",1,7.98,21729,7.98,106.297210420082,798
"161",187,"Initial D Third Stage","Action","Movie",1,7.98,39374,7.98,114.982436044332,798
"162",597,"Neko no Ongaeshi","Adventure","Movie",1,7.98,92499,7.98,108.442913959289,798
"163",12917,"Madang-Eul Naon Amtalg","Adventure","Movie",1,7.97,1528,7.97,110.096096556499,797
"164",6007,"Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu","Fantasy","OVA",1,7.97,81137,7.97,109.914257637958,797
"165",15771,"Saint☆Oniisan (Movie)","Comedy","Movie",1,7.97,30814,7.97,110.939884273022,797
"166",11001,"Toshokan Sensou: Kakumei no Tsubasa","Action","Movie",1,7.96,10244,7.96,111.526884423419,796
"167",9724,"Break Blade 5: Shisen no Hate","Action","Movie",1,7.96,40053,7.96,111.772080826441,796
"168",6768,"Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem","Action","OVA",1,7.96,23204,7.96,112.730394867745,796
"169",7304,"Detective Conan Movie 08: Time Travel of the Silver Sky","Adventure","Special",1,7.95,6515,7.95,116.621881052086,795
"170",8609,"Detective Conan OVA 10: Kid in Trap Island","Adventure","OVA",1,7.95,7757,7.95,110.597067002444,795
"171",21339,"Psycho-Pass Movie","Action","Movie",1,7.95,94677,7.95,110.102470389569,795
"172",543,"Vampire Hunter D (2000)","Action","Movie",1,7.95,68229,7.95,108.774326736743,795
"173",23225,"Yuru Yuri Nachuyachumi!","Comedy","OVA",1,7.95,28339,7.95,107.752191532358,795
"174",9252,"Break Blade 3: Kyoujin no Ato","Action","Movie",1,7.94,42653,7.94,109.286804933605,794
"175",1505,"Detective Conan Movie 09: Strategy Above the Depths","Adventure","Movie",1,7.94,20347,7.94,108.436125570968,794
"176",4447,"Detective Conan Movie 12: Full Score of Fear","Adventure","Movie",1,7.94,19290,7.94,115.023460941018,794
"177",317,"Final Fantasy VII: Advent Children","Action","Movie",1,7.94,138659,7.94,113.322285697331,794
"178",13117,"Hakuouki Movie 1: Kyoto Ranbu","Action","Movie",1,7.94,12076,7.94,113.743598764128,794
"179",16904,"K: Missing Kings","Action","Movie",1,7.94,98549,7.94,114.751943743317,794
"180",2273,"Mobile Suit Gundam Wing: Endless Waltz Movie","Action","Movie",1,7.94,35711,7.94,112.599456786689,794
"181",2890,"Gake no Ue no Ponyo","Adventure","Movie",1,7.93,140277,7.93,107.59219014689,793
"182",468,"Ghost in the Shell 2: Innocence","Mecha","Movie",1,7.93,85714,7.93,114.86094319328,793
"183",29755,"Haikyuu!! Movie 1: Owari to Hajimari","Comedy","Movie",1,7.94,13094,7.94,109.508953003609,794
"184",5310,"Macross F Movie 1: Itsuwari no Utahime","Action","Movie",1,7.93,20637,7.93,110.841152852304,793
"185",8038,"Nodame Cantabile Finale Special","Comedy","Special",1,7.93,23388,7.93,111.255350951104,793
"186",2265,"Transformers the Movie","Action","Movie",1,7.93,6540,7.93,111.235100063156,793
"187",23249,"Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune","Action","Movie",1,7.93,5431,7.93,111.393477287681,793
"188",34036,"Detective Conan: Episode One - Chiisaku Natta Meitantei","Adventure","Special",1,8.1,2493,8.1,113.985716760791,810
"189",10090,"Ghost in the Shell: Stand Alone Complex - Solid State Society 3D","Mecha","Movie",1,7.91,7515,7.91,108.781811867357,791
"190",1824,"Hadashi no Gen","Drama","Movie",1,7.92,16474,7.92,111.060597213055,792
"191",30745,"Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna","Music","Special",1,7.92,10306,7.92,115.254494319204,792
"192",19489,"Little Witch Academia: Mahoujikake no Parade","Adventure","Movie",1,7.92,53024,7.92,108.9258402193,792
"193",4472,"Lucky☆Star: Original na Visual to Animation","Comedy","OVA",1,7.92,84833,7.92,112.436953417211,792
"194",19613,"New Initial D Movie: Legend 1 - Kakusei","Action","Movie",1,7.92,7695,7.92,110.88128465966,792
"195",6591,"Rurouni Kenshin DVD-BOX Special Ending","Historical","Special",1,7.92,9695,7.92,109.284185175766,792
"196",10218,"Berserk: Ougon Jidai-hen I - Haou no Tamago","Action","Movie",1,7.91,77103,7.91,107.016080064141,791
"197",1379,"Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.","Adventure","Movie",1,7.91,26746,7.91,107.149087871846,791
"198",23293,"Lupin the IIIrd: Jigen Daisuke no Bohyou","Action","Movie",1,7.91,5939,7.91,111.96453865268,791
"199",33221,"Mobile Suit Gundam Thunderbolt: December Sky","Action","Movie",1,7.92,2833,7.92,111.369513149341,792
"200",1961,"Arashi no Yoru ni","Adventure","Movie",1,7.9,11458,7.9,107.682598847077,790
"201",2761,"Densetsu Kyojin Ideon: Hatsudou-hen","Drama","Movie",1,7.9,2963,7.9,108.852015709973,790
"202",28881,"New Initial D Movie: Legend 2 - Tousou","Cars","Movie",1,7.9,4641,7.9,108.015282702985,790
"203",21473,"Persona 3 the Movie 2: Midsummer Knight&#039;s Dream","Action","Movie",1,7.9,27462,7.9,112.49205246898,790
"204",13629,"Furiko","Drama","Special",1,7.89,8809,7.89,106.226850287178,789
"205",4886,"InuYasha: Kuroi Tessaiga","Adventure","Special",1,7.89,16373,7.89,111.48133623568,789
"206",451,"InuYasha: Tenka Hadou no Ken","Adventure","Movie",1,7.89,51079,7.89,107.276936825273,789
"207",9734,"K-On!!: Keikaku!","Comedy","Special",1,7.89,50496,7.89,109.127303012682,789
"208",433,"Kumo no Mukou, Yakusoku no Basho","Drama","Movie",1,7.89,103975,7.89,106.757710778641,789
"209",6115,"Lupin III vs. Detective Conan","Action","Special",1,7.89,15220,7.89,114.820500487851,789
"210",1092,"Mobile Suit Gundam III: Encounters in Space","Action","Movie",1,7.89,11343,7.89,106.654455847898,789
"211",1921,"Urusei Yatsura Movie 2: Beautiful Dreamer","Action","Movie",1,7.89,5663,7.89,106.631981910703,789
"212",11737,"Ao no Exorcist Movie","Action","Movie",1,7.88,105183,7.88,109.355433539783,788
"213",30191,"Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou","Action","Special",1,7.88,22774,7.88,115.305013447523,788
"214",6862,"K-On!: Live House!","Comedy","Special",1,7.88,70787,7.88,111.159029654007,788
"215",875,"Mind Game","Adventure","Movie",1,7.88,32756,7.88,106.583289919106,788
"216",29830,"Tamayura: Sotsugyou Shashin Part 3 - Akogare","Comedy","Movie",1,7.88,3089,7.88,112.793614805158,788
"217",16870,"The Last: Naruto the Movie","Action","Movie",1,7.88,85013,7.88,112.039502363446,788
"218",15197,"Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu","Action","Movie",1,7.87,61020,7.87,112.632367753138,787
"219",570,"Jin-Rou","Drama","Movie",1,7.87,62464,7.87,115.728601043368,787
"220",2175,"Kino no Tabi: The Beautiful World - Byouki no Kuni - For You","Adventure","Movie",1,7.87,23453,7.87,109.713135019029,787
"221",2594,"Piano no Mori","Adventure","Movie",1,7.87,24278,7.87,108.195793435587,787
"222",9790,"Sora no Otoshimono: Tokeijikake no Angeloid","Comedy","Movie",1,7.87,70391,7.87,112.429273532001,787
"223",8514,"Break Blade 2: Ketsubetsu no Michi","Action","Movie",1,7.86,44900,7.86,109.371193389979,786
"224",12117,"Detective Conan Movie 16: The Eleventh Striker","Adventure","Movie",1,7.86,14938,7.86,114.107744052009,786
"225",19115,"Giovanni no Shima","Drama","Movie",1,7.86,10115,7.86,108.680614889968,786
"226",6904,"Hellsing I: Digest for Freaks","Action","OVA",1,7.86,20263,7.86,110.5362418266,786
"227",22125,"Kuroko no Basket: Mou Ikkai Yarimasen ka","Comedy","Special",1,7.86,20397,7.86,106.306043261716,786
"228",4454,"Macross F: Close Encounter - Deculture Edition","Action","Special",1,7.86,8911,7.86,108.206895686163,786
"229",32547,"Non Non Biyori Repeat OVA","Comedy","OVA",1,7.86,9729,7.86,109.606667950056,786
"230",16239,"One Piece: Episode of Luffy - Hand Island no Bouken","Action","Special",1,7.86,21489,7.86,109.046087861289,786
"231",7305,"Detective Conan Movie 10: Promo Special","Adventure","Special",1,7.85,4069,7.85,109.255353910798,785
"232",31704,"One Punch Man: Road to Hero","Action","OVA",1,7.85,94839,7.85,109.880091848682,785
"233",29829,"Tamayura: Sotsugyou Shashin Part 2 - Hibiki","Comedy","Movie",1,7.85,3304,7.85,107.945239337589,785
"234",30868,"Ajin Part 1: Shoudou","Action","Movie",1,7.84,22279,7.84,107.73772188146,784
"235",14735,"Detective Conan Movie 17: Private Eye in the Distant Sea","Adventure","Movie",1,7.84,12963,7.84,109.313971297187,784
"236",13667,"Naruto: Shippuuden Movie 6 - Road to Ninja","Action","Movie",1,7.84,87369,7.84,111.253435734611,784
"237",30413,"Yowamushi Pedal Movie","Comedy","Movie",1,7.84,8838,7.84,110.80833649782,784
"238",33082,"Kingsglaive: Final Fantasy XV","Action","Movie",1,7.83,15508,7.83,107.283858596579,783
"239",1096,"Mobile Police Patlabor 2: The Movie","Drama","Movie",1,7.83,11957,7.83,113.741615362461,783
"240",14407,"Persona 3 the Movie 1: Spring of Birth","Action","Movie",1,7.83,45568,7.83,108.002770723342,783
"241",10092,"Break Blade 6: Doukoku no Toride","Action","Movie",1,7.82,39077,7.82,109.891775499015,782
"242",9785,"Detective Conan: Conan vs. Kid - Shark &amp; Jewel","Adventure","Movie",1,7.82,2688,7.82,109.067592480283,782
"243",985,"Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks","Adventure","Special",1,7.82,43673,7.82,106.268749182341,782
"244",21659,"Kill la Kill Special","Action","Special",1,7.82,83795,7.82,108.246797115667,782
